trans_id,lang,translation
広大東口,zh-cn,广大东口
広大東口,zh-tw,廣大東口
海田市駅,ja,海田市駅
海田市駅,ja-Hrkt,かいたいちえき
海田市駅,en,Kaitaichi Sta.
海田市駅,ko,가이타이치 역
海田市駅,zh-cn,海田市站
海田市駅,zh-tw,海田市站
海田市駅北口,ja,海田市駅北口
海田市駅北口,ja-Hrkt,かいたいちえききたぐち
海田市駅北口,en,Kaitaichi Sta. North Entrance
海田市駅北口,ko,가이타이치 역
海田市駅北口,zh-cn,海田市站北口
海田市駅北口,zh-tw,海田市站北口
織田幹雄スクエア北,ja,織田幹雄スクエア北
織田幹雄スクエア北,ja-Hrkt,おだみきおすくえあきた
織田幹雄スクエア北,en,Kaita Choyakuba-mae (Kaitaichi Town Office)
織田幹雄スクエア北,ko,가이타 정 사무소
織田幹雄スクエア北,zh-cn,海田町公所前
織田幹雄スクエア北,zh-tw,海田町公所前
上市,ja,上市
上市,ja-Hrkt,かみいち
上市,en,Kamiichi
上市,ko,가미이치
上市,zh-cn,上市
上市,zh-tw,上市
成本,ja,成本
成本,ja-Hrkt,なりもと
成本,en,Narimoto
成本,ko,나리모토
成本,zh-cn,成本
成本,zh-tw,成本
石原,ja,石原
石原,ja-Hrkt,いしはら
石原,en,Ishihara
石原,ko,이시하라
石原,zh-cn,石原
石原,zh-tw,石原
畝一丁目,ja,畝一丁目
畝一丁目,ja-Hrkt,うねいっちょうめ
畝一丁目,en,Une-itchome (Une 1)
畝一丁目,ko,우네 1초메
畝一丁目,zh-cn,亩一丁目
畝一丁目,zh-tw,畝一丁目
畝二丁目,ja,畝二丁目
畝二丁目,ja-Hrkt,うねにちょうめ
畝二丁目,en,Une-nichome (Une 2)
畝二丁目,ko,우네 2초메
畝二丁目,zh-cn,亩二丁目
畝二丁目,zh-tw,畝二丁目
砂走口,ja,砂走口
砂走口,ja-Hrkt,すなばしりぐち
砂走口,en,Sunabashiri-guchi
砂走口,ko,스나바시리 구치
砂走口,zh-cn,砂走口
砂走口,zh-tw,砂走口
砂走橋,ja,砂走橋
砂走橋,ja-Hrkt,すなばしりばし
砂走橋,en,Sunabashiribashi
砂走橋,ko,스나바시리바시
砂走橋,zh-cn,砂走桥
砂走橋,zh-tw,砂走橋
影,ja,影
影,ja-Hrkt,かげ
影,en,Kage
影,ko,가게
影,zh-cn,影
影,zh-tw,影
影橋,ja,影橋
影橋,ja-Hrkt,かげばし
影橋,en,Kagebashi
影橋,ko,가게바시
影橋,zh-cn,影桥
影橋,zh-tw,影橋
安芸市民病院前,ja,安芸市民病院前
安芸市民病院前,ja-Hrkt,あきしみんびょういんまえ
安芸市民病院前,en,Aki Shimin Byoin-mae (Hiroshima City Aki Hospital)
安芸市民病院前,ko,아키 시민병원
安芸市民病院前,zh-cn,安艺市民医院前
安芸市民病院前,zh-tw,安藝市民醫院前
本郷,ja,本郷
本郷,ja-Hrkt,ほんごう
