region_id,region_nm,ward_nm,population,households,area_km2,pop_density
34102840008,馬木八丁目,広島市東区,731,287,0.26017380703709836,2809.660235689161
34102840009,馬木九丁目,広島市東区,965,370,0.17869184930494902,5400.358235440084
34102841001,福田一丁目,広島市東区,1174,418,0.3281864916541166,3577.2343769630406
34102841002,福田二丁目,広島市東区,480,208,0.19083880987301322,2515.2116611888255
34102841003,福田三丁目,広島市東区,899,373,0.2546175964340767,3530.7850383889745
34102841004,福田四丁目,広島市東区,662,253,0.14225672754039873,4653.5584744981725
34102841005,福田五丁目,広島市東区,797,295,0.28628991530069625,2783.8912843398425
34102841006,福田六丁目,広島市東区,287,113,0.10787479126570747,2660.4918223488144
34102841007,福田七丁目,広島市東区,937,395,0.22102625276923007,4239.315412808932
34102841008,福田八丁目,広島市東区,1502,632,0.22991313496592283,6532.902090272584
341028420,温品町,広島市東区,0,0,2.6368094497983385,0.0
341028420,温品町,広島市東区,317,134,1.3964315132869058,227.00719439784677
341028430,馬木町,広島市東区,4,2,4.396365296287224,0.9098425017998484
341028430,馬木町,広島市東区,0,0,2.2772018773546683,0.0
341028440,福田町,広島市東区,81,3,5.097170755285802,15.89116862840085
341028440,福田町,広島市東区,0,0,1.7911394440148933,0.0
341030140,仁保町,広島市南区,0,0,0.2495848630664332,0.0
341030140,仁保町,広島市南区,0,0,0.004948241769148049,0.0
341030140,仁保町,広島市南区,0,0,0.0214996527708579,0.0
341030170,松原町,広島市南区,1695,926,0.22205488747212795,7633.247884322088
341030180,大須賀町,広島市南区,1640,913,0.10063789388922659,16296.048502417676
341030190,猿猴橋町,広島市南区,189,165,0.02936861385873119,6435.441621764214
341030200,荒神町,広島市南区,178,118,0.022705438324995168,7839.5315453588755
341030220,京橋町,広島市南区,868,655,0.09068500106239259,9571.593867025524
34103023001,的場町一丁目,広島市南区,545,344,0.0670041436505487,8133.825317466571
34103023002,的場町二丁目,広島市南区,479,399,0.05258167328209388,9109.637828188292
341030240,松川町,広島市南区,763,484,0.05097201042676306,14968.999527618862
341030250,金屋町,広島市南区,902,683,0.04116553291830975,21911.534627523437
341030260,比治山町,広島市南区,1332,866,0.08018111110954126,16612.391392035683
341030270,比治山公園,広島市南区,0,0,0.28828925064189725,0.0
341030280,稲荷町,広島市南区,552,328,0.07069020034366592,7808.72026555886
341030410,比治山本町,広島市南区,2477,1066,0.28040858606309005,8833.538354787366
34103116001,青崎一丁目,広島市南区,675,318,0.1221149408424166,5527.57914259693
34103116002,青崎二丁目,広島市南区,1888,799,0.113429896863184,16644.64177620873
341031170,東青崎町,広島市南区,641,307,0.08724518957579774,7347.109945163288
34103118001,堀越一丁目,広島市南区,490,265,0.05868289193631021,8349.963402141248
34103118002,堀越二丁目,広島市南区,1165,456,0.11404393294634847,10215.36148308801
34103118003,堀越三丁目,広島市南区,809,370,0.2173306512345915,3722.4385764470358
341031190,向洋本町,広島市南区,837,376,0.11971753406779506,6991.457070323665
341031200,向洋中町,広島市南区,338,162,0.05899390793665851,5729.405150831998
341031210,向洋大原町,広島市南区,1274,783,0.20641779546477412,6171.948485020092
341031220,月見町,広島市南区,0,0,0.2102967119342645,0.0
341031230,小磯町,広島市南区,403,403,0.36067824235994606,1117.3393697472277
341031240,西荒神町,広島市南区,251,154,0.02246507190479426,11172.899916088592
341031250,東荒神町,広島市南区,274,181,0.024735574333703422,11077.163453070167
34103126001,西蟹屋一丁目,広島市南区,207,163,0.02701676147268351,7661.910188950533
34103126002,西蟹屋二丁目,広島市南区,309,170,0.02836035473222424,10895.491361710687
34103126003,西蟹屋三丁目,広島市南区,954,565,0.08449085167017355,11291.163257817832
34103126004,西蟹屋四丁目,広島市南区,778,462,0.09722727832354382,8001.869572148719
34103127001,南蟹屋一丁目,広島市南区,1434,700,0.08089816382481929,17725.989468750508
34103127002,南蟹屋二丁目,広島市南区,874,347,0.1374113865869595,6360.462707702155
34103128001,大州一丁目,広島市南区,931,481,0.1425240322704865,6532.2316887100105
34103128002,大州二丁目,広島市南区,1134,711,0.07137376513521974,15888.190819856609
34103128003,大州三丁目,広島市南区,642,391,0.12252955187420052,5239.552338028078
34103128004,大州四丁目,広島市南区,496,267,0.14730345953687018,3367.1985814824043
34103128005,大州五丁目,広島市南区,1588,920,0.35014750859695876,4535.231469625806
341031390,東駅町,広島市南区,0,0,0.336788899954764,0.0
341031990,向洋沖町,広島市南区,0,0,0.32635746240709623,0.0
34103200001,向洋新町一丁目,広島市南区,1487,577,0.16808629495313607,8846.646303998721
34103200002,向洋新町二丁目,広島市南区,1851,759,0.165597752450119,11177.687937265659
34103200003,向洋新町三丁目,広島市南区,2022,789,0.2449814348523561,8253.686656781183
34103200004,向洋新町四丁目,広島市南区,441,148,0.041066221866751504,10738.752676857459
341032100,仁保沖町,広島市南区,0,0,1.253162467300537,0.0
341032110,宇品町,広島市南区,72,65,1.0767591725659587,66.86731985613945
341032120,元宇品町,広島市南区,1801,679,0.5104743610426297,3528.09100210539
341032140,似島町,広島市南区,694,291,3.9400868611479307,176.13824883997748
34103216001,皆実町一丁目,広島市南区,3002,1293,0.26932220908260673,11146.499986858582
34103216002,皆実町二丁目,広島市南区,101,51,0.1361030393338269,742.0848240741497
34103216003,皆実町三丁目,広島市南区,1310,649,0.07216715816407028,18152.30131442542
34103216004,皆実町四丁目,広島市南区,1520,752,0.11425042661602063,13304.107870936035
34103216005,皆実町五丁目,広島市南区,1543,776,0.08610828553979563,17919.297664879068
34103216006,皆実町六丁目,広島市南区,1696,976,0.08817276080735947,19234.965361983323
