region_id,region_nm,area_km2
11220570,반포1동,0.9916182690024075
11110740,상계10동,0.8085968982159187
11110760,상계3·4동,5.207882579618025
11110770,상계6·7동,1.4491880551025127
11210730,대학동,8.398948235532039
11210780,은천동,0.7756372008168251
11210790,성현동,0.6777191187233211
11210800,청룡동,1.194718436297513
11210810,난곡동,0.9716565800127106
11210820,삼성동,2.6024639456227265
11210830,미성동,1.358429909153305
11120510,녹번동,1.7928884928549231
11220530,서초3동,2.996312695971955
11120570,구산동,1.3887547551170611
11120580,대조동,0.8510646954677477
11120650,신사1동,0.8077200019274
11120660,신사2동,1.0454542956112647
11120670,증산동,0.807136375707914
11120740,역촌동,1.1566908080189275
11130520,천연동,0.9820858076232377
11130620,홍제1동,1.2347162547064512
11130640,홍제3동,1.2079917025559412
11220600,반포4동,1.426067023193074
11130650,홍제2동,0.6994577647965035
11140590,용강동,0.7900160319886447
11220630,방배2동,1.90260372072893
11140630,신수동,0.7972897320185351
11140680,합정동,1.7111314778711224
11140690,망원1동,1.1001983332946037
11140700,망원2동,0.6759150151570306
11150540,목4동,0.5770740548250616
11150570,신월1동,0.6219512295285401
11150580,신월2동,0.6063729592560596
11150590,신월3동,0.9173800646258882
11150600,신월4동,0.4695345661586713
11150610,신월5동,0.6378434046038916
11150620,신월6동,0.44396583703582077
11150640,신정1동,0.7470264051610158
11150650,신정2동,0.5255163171530407
11230760,세곡동,6.362857295363909
11150700,신정7동,1.2332344674099693
11150710,목5동,1.7650732249471093
11150720,신정4동,0.9964211641805082
11160510,염창동,1.7331960006624645
11160530,등촌2동,0.9100055085114603
11160540,등촌3동,1.0595967137809588
11160570,화곡2동,0.4542915984530739
11160580,화곡3동,0.5214825470148352
11240550,마천1동,0.5748085094797261
11160590,화곡4동,0.8514314080997254
11160650,가양2동,0.8232778610081215
11160660,가양3동,0.4722836323139591
11160670,발산1동,2.885594690241787
11160690,공항동,10.854569517500266
11160730,화곡1동,1.1968823108623665
11160740,우장산동,1.2606780105633568
11160751,가양1동,4.967140291298255
11160761,방화3동,2.55704531522031
11180540,독산3동,0.9342992365553587
11180580,시흥2동,1.3079179418489189
11190540,여의동,8.431315762976489
11160520,등촌1동,0.6502691760345426
11160610,화곡6동,1.0371605896406335
11190550,당산1동,0.7447591137495362
11160700,방화1동,1.4745476089377292
11190670,신길5동,0.49428992770579216
11170510,신도림동,1.3917728253903447
11240810,장지동,1.27736127866481
11240820,위례동,2.638595847668135
11190700,대림1동,0.49861168961777486
11200540,상도2동,0.7784019319380727
11200550,상도3동,0.6369043291425409
11190710,대림2동,0.5721284858428515
11190720,대림3동,0.9210215832207652
11190730,영등포본동,0.8457490056309335
11190740,영등포동,1.3713763175514886
11190750,도림동,0.5854553514027644
11190760,문래동,1.7854027318506012
