service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
11_平日(共通),1,1,1,1,1,0,0,20260807,20270207
11_土曜(共通),0,0,0,0,0,1,0,20260807,20270207
11_日祝(共通),0,0,0,0,0,0,1,20260807,20270207
12_平日(共通),1,1,1,1,1,0,0,20260807,20270207
12_土曜(共通),0,0,0,0,0,1,0,20260807,20270207
12_日祝(共通),0,0,0,0,0,0,1,20260807,20270207
13_平日(共通),1,1,1,1,1,0,0,20260807,20270207
13_土曜(共通),0,0,0,0,0,1,0,20260807,20270207
13_日祝(共通),0,0,0,0,0,0,1,20260807,20270207
