trans_id,lang,translation
郷,ja-Hrkt,ごう
郷,en,Go
郷,ko,고
郷,zh-cn,乡
郷,zh-tw,鄉
突廻,ja,突廻
突廻,ja-Hrkt,つきまわし
突廻,en,Tsukimawashi
突廻,ko,쓰키마와시
突廻,zh-cn,突回
突廻,zh-tw,突回
高駅前,ja,高駅前
高駅前,ja-Hrkt,たかえきまえ
高駅前,en,Taka Sta.
高駅前,ko,다카 역
高駅前,zh-cn,高站前
高駅前,zh-tw,高站前
高小学校前,ja,高小学校前
高小学校前,ja-Hrkt,たかしようがつこうまえ
高小学校前,en,Taka Shogakko-mae (Taka Elementary School)
高小学校前,ko,다카 초등학교
高小学校前,zh-cn,高小学前
高小学校前,zh-tw,高小學前
高市場,ja,高市場
高市場,ja-Hrkt,たかいちば
高市場,en,Taka-ichiba
高市場,ko,다카 이치바
高市場,zh-cn,高市场
高市場,zh-tw,高市場
段,ja,段
段,ja-Hrkt,だん
段,en,Dan
段,ko,단
段,zh-cn,段
段,zh-tw,段
下高取,ja,下高取
下高取,ja-Hrkt,しもたかとり
下高取,en,Shimo-takatori
下高取,ko,시모타카토리
下高取,zh-cn,下高取
下高取,zh-tw,下高取
高取,ja,高取
高取,ja-Hrkt,たかとり
高取,en,Takatori
高取,ko,다카토리
高取,zh-cn,高取
高取,zh-tw,高取
上高取,ja,上高取
上高取,ja-Hrkt,かみたかとり
上高取,en,Kami-takatori
上高取,ko,가미다카토리
上高取,zh-cn,上高取
上高取,zh-tw,上高取
下竹原,ja,下竹原
下竹原,ja-Hrkt,しもたけはら
下竹原,en,Shimo-takehara
下竹原,ko,시모타케하라
下竹原,zh-cn,下竹原
下竹原,zh-tw,下竹原
平子駅前,ja,平子駅前
平子駅前,ja-Hrkt,ひらこえきまえ
平子駅前,en,Hirako Sta.
平子駅前,ko,히라코 역
平子駅前,zh-cn,平子站前
平子駅前,zh-tw,平子站前
下平子,ja,下平子
下平子,ja-Hrkt,しもひらこ
下平子,en,Shimo-hirako
下平子,ko,시모히라코
下平子,zh-cn,下平子
下平子,zh-tw,下平子
平子栗橋,ja,平子栗橋
平子栗橋,ja-Hrkt,ひらこくりばし
平子栗橋,en,Hirakokuribashi
平子栗橋,ko,히라코쿠리바시
平子栗橋,zh-cn,平子栗桥
平子栗橋,zh-tw,平子栗橋
栗,ja,栗
栗,ja-Hrkt,くり
栗,en,Kuri
栗,ko,구리
栗,zh-cn,栗
栗,zh-tw,栗
奥名別,ja,奥名別
奥名別,ja-Hrkt,おぐなわかれ
奥名別,en,Oguna-wakare
奥名別,ko,오구나 와카레
奥名別,zh-cn,奥名别
奥名別,zh-tw,奧名別
小歌原,ja,小歌原
小歌原,ja-Hrkt,こうたばら
小歌原,en,Koutabara
小歌原,ko,고타바라
小歌原,zh-cn,小歌原
小歌原,zh-tw,小歌原
西条小学校前,ja,西条小学校前
西条小学校前,ja-Hrkt,さいじょうしょうがっこうまえ
西条小学校前,en,Saijo Shogakko-mae (Saijo Elementary School)
西条小学校前,ko,사이조 초등학교 앞
西条小学校前,zh-cn,西条小学前
西条小学校前,zh-tw,西條小學前
西城中村,ja,西城中村
西城中村,ja-Hrkt,さいじようなかむら
西城中村,en,Saijo Nakamura
西城中村,ko,사이조 나카무라
西城中村,zh-cn,西城中村
西城中村,zh-tw,西城中村
西城本町,ja,西城本町
西城本町,ja-Hrkt,さいじようほんまち
西城本町,en,Saijo-honmachi
西城本町,ko,사이조 혼마치
西城本町,zh-cn,西城本町
西城本町,zh-tw,西城本町
西城十日市,ja,西城十日市
西城十日市,ja-Hrkt,さいじようとうかいち
西城十日市,en,Saijo Tokaichi
西城十日市,ko,사이조 토카이치
西城十日市,zh-cn,西城十日市
西城十日市,zh-tw,西城十日市
西城病院前,ja,西城病院前
西城病院前,ja-Hrkt,さいじようびよういんまえ
西城病院前,en,Saijo Byoin-mae (Saijo Hospital)
西城病院前,ko,사이조 병원
西城病院前,zh-cn,西城医院前
西城病院前,zh-tw,西城醫院前
西城中野,ja,西城中野
西城中野,ja-Hrkt,さいじようなかの
西城中野,en,Saijo Nakano
西城中野,ko,사이조 나카노
西城中野,zh-cn,西城中野
西城中野,zh-tw,西城中野
夢の橋,ja,夢の橋
夢の橋,ja-Hrkt,ゆめのはし
夢の橋,en,Yumenohashi
夢の橋,ko,유메노하시
夢の橋,zh-cn,梦之桥
夢の橋,zh-tw,夢之橋
下和知駅前,ja,下和知駅前
下和知駅前,ja-Hrkt,しもわちえきまえ
下和知駅前,en,Shimo-wachi Sta.
下和知駅前,ko,시모와치 역
下和知駅前,zh-cn,下和知站前
下和知駅前,zh-tw,下和知站前
和田,ja,和田
和田,ja-Hrkt,わだ
和田,en,Wada
和田,ko,와다
和田,zh-cn,和田
和田,zh-tw,和田
向江田,ja,向江田
向江田,ja-Hrkt,むこうえた
向江田,en,Mukoeta
向江田,ko,무코에타
向江田,zh-cn,向江田
向江田,zh-tw,向江田
備北大橋南,ja,備北大橋南
備北大橋南,ja-Hrkt,びほくおおはしみなみ
備北大橋南,en,Bihoku-ohashi-minami
備北大橋南,ko,비호쿠 오하시 미나미
備北大橋南,zh-cn,备北大桥南
備北大橋南,zh-tw,備北大橋南
神社前,ja,神社前
神社前,ja-Hrkt,じんじやまえ
神社前,en,Jinja-mae
神社前,ko,신사
神社前,zh-cn,神社前
神社前,zh-tw,神社前
三次ワイナリー,ja,三次ワイナリー
三次ワイナリー,ja-Hrkt,みよしわいなりー
三次ワイナリー,en,Miyoshi Winery
三次ワイナリー,ko,미요시 와이너리
三次ワイナリー,zh-cn,三次葡萄酒酿造厂
三次ワイナリー,zh-tw,三次葡萄酒釀造廠
根木田,ja,根木田
根木田,ja-Hrkt,ねぎだ
根木田,en,Negida
根木田,ko,네기다
根木田,zh-cn,根木田
根木田,zh-tw,根木田
掛田,ja,掛田
掛田,ja-Hrkt,かけだ
掛田,en,Kakeda
掛田,ko,가케다
掛田,zh-cn,卦田
掛田,zh-tw,卦田
沖の町,ja,沖の町
沖の町,ja-Hrkt,おきのまち
沖の町,en,Okinomachi
沖の町,ko,오키노마치
沖の町,zh-cn,冲之町
沖の町,zh-tw,衝之町
門田別,ja,門田別
門田別,ja-Hrkt,もんでわかれ
門田別,en,Mondewakare
門田別,ko,몬데 와카레
門田別,zh-cn,门田别
門田別,zh-tw,門田別
下市場,ja,下市場
下市場,ja-Hrkt,しもいちばどうじんびよういんま
下市場,en,Shimo-ichiba
下市場,ko,시모 이치바
下市場,zh-cn,下市场
下市場,zh-tw,下市場
市場局前,ja,市場局前
市場局前,ja-Hrkt,いちばきよくまえ
市場局前,en,Ichibakyoku-mae
市場局前,ko,이치바쿄쿠 마에
市場局前,zh-cn,市场局前
市場局前,zh-tw,市場局前
茶屋,ja,茶屋
茶屋,ja-Hrkt,ちやや
茶屋,en,Chaya
茶屋,ko,자야
茶屋,zh-cn,茶屋
茶屋,zh-tw,茶屋
八幡,ja,八幡
八幡,ja-Hrkt,はちまん
八幡,en,Yahata
八幡,ko,야하타
八幡,zh-cn,八幡
八幡,zh-tw,八幡
伊勢町,ja,伊勢町
伊勢町,ja-Hrkt,いせまち
伊勢町,en,Isemachi
伊勢町,ko,이세마치
伊勢町,zh-cn,伊势町
伊勢町,zh-tw,伊勢町
川北小学校前,ja,川北小学校前
川北小学校前,ja-Hrkt,かわぎたしようがつこうまえ
川北小学校前,en,Kawagita Shogakko-mae (Kawagita Elementary School)
川北小学校前,ko,가와기타 초등학교
川北小学校前,zh-cn,川北小学前
川北小学校前,zh-tw,川北小學前
矢之原,ja,矢之原
矢之原,ja-Hrkt,やのはら
矢之原,en,Yanohara
矢之原,ko,야노하라
矢之原,zh-cn,矢之原
矢之原,zh-tw,矢之原
重行別,ja,重行別
重行別,ja-Hrkt,しげゆきわかれ
重行別,en,Shigeyuki-wakare
重行別,ko,시게유키 와카레
重行別,zh-cn,重行别
重行別,zh-tw,重行別
秋国別,ja,秋国別
秋国別,ja-Hrkt,あきくにわかれ
秋国別,en,Akikuni-wakare
秋国別,ko,아키쿠니 와카레
秋国別,zh-cn,秋国别
秋国別,zh-tw,秋國別
田の平,ja,田の平
田の平,ja-Hrkt,たのひら
田の平,en,Tanohira
田の平,ko,다노히라
田の平,zh-cn,田之平
田の平,zh-tw,田之平
森が原,ja,森が原
森が原,ja-Hrkt,もりがはら
森が原,en,Morigahara
森が原,ko,모리가하라
森が原,zh-cn,森原
森が原,zh-tw,森原
森ヶ原,ja,森ヶ原
森ヶ原,ja-Hrkt,もりがはら
森ヶ原,en,Morigahara
森ヶ原,ko,모리가하라
森ヶ原,zh-cn,森原
森ヶ原,zh-tw,森原
須川大橋,ja,須川大橋
須川大橋,ja-Hrkt,すがわおおはし
須川大橋,en,Sugawa-ohashi
須川大橋,ko,스가와 오하시
須川大橋,zh-cn,须川大桥
須川大橋,zh-tw,須川大橋
神山前,ja,神山前
神山前,ja-Hrkt,かみやままえ
神山前,en,Kamiyama-mae
神山前,ko,가미야마 마에
神山前,zh-cn,神山前
神山前,zh-tw,神山前
下古頃,ja,下古頃
下古頃,ja-Hrkt,しもこごろ
下古頃,en,Shimo-kogoro
下古頃,ko,시모코고로
下古頃,zh-cn,下古顷
下古頃,zh-tw,下古頃
木屋原,ja,木屋原
木屋原,ja-Hrkt,こやばら
木屋原,en,Koyabara
木屋原,ko,고야바라
木屋原,zh-cn,木屋原
木屋原,zh-tw,木屋原
岸本沖,ja,岸本沖
岸本沖,ja-Hrkt,きしもとおき
岸本沖,en,Kishimotooki
岸本沖,ko,기시모토오키
岸本沖,zh-cn,岸本冲
岸本沖,zh-tw,岸本衝
元常別,ja,元常別
元常別,ja-Hrkt,もとつねわかれ
元常別,en,Mototsune-wakare
元常別,ko,모토쓰네 와카레
元常別,zh-cn,元常别
元常別,zh-tw,元常別
元常別上,ja,元常別上
元常別上,ja-Hrkt,もとつねわかれかみ
元常別上,en,Mototsune-wakare-kami
元常別上,ko,모토쓰네 와카레 카미
元常別上,zh-cn,元常别上
元常別上,zh-tw,元常別上
古頃別,ja,古頃別
古頃別,ja-Hrkt,こごろわかれ
古頃別,en,Kogoro-wakare
古頃別,ko,고고로와카레
古頃別,zh-cn,古顷别
古頃別,zh-tw,古頃別
比和松下前,ja,比和松下前
比和松下前,ja-Hrkt,ひわまつしたまえ
比和松下前,en,Hiwa Matsushita-mae
比和松下前,ko,히와 마쓰시타 마에
比和松下前,zh-cn,比和松下前
比和松下前,zh-tw,比和松下前
比和下町,ja,比和下町
比和下町,ja-Hrkt,ひわしもまち
比和下町,en,Hiwa-shimomachi
比和下町,ko,히와시모마치
比和下町,zh-cn,比和下町
比和下町,zh-tw,比和下町
比和バイパス,ja,比和バイパス
比和バイパス,ja-Hrkt,ひわばいぱす
比和バイパス,en,Hiwa Bypass
比和バイパス,ko,히와 바이패스
比和バイパス,zh-cn,比和旁路
比和バイパス,zh-tw,比和旁路
永原畑,ja,永原畑
永原畑,ja-Hrkt,なごうらはた
永原畑,en,Nagoura Hata
永原畑,ko,나고우라 하타
永原畑,zh-cn,永原畑
永原畑,zh-tw,永原畑
永原,ja,永原
永原,ja-Hrkt,なごうら
永原,en,Nagoura
永原,ko,나고우라
永原,zh-cn,永原
永原,zh-tw,永原
永原森沖,ja,永原森沖
永原森沖,ja-Hrkt,なごうらもりおき
永原森沖,en,Nagoura Morioki
永原森沖,ko,나고우라 모리오키
永原森沖,zh-cn,永原森冲
永原森沖,zh-tw,永原森衝
永原大橋,ja,永原大橋
永原大橋,ja-Hrkt,なごうらおおはし
永原大橋,en,Nagoura-ohashi
永原大橋,ko,나고우라 오하시
永原大橋,zh-cn,永原大桥
永原大橋,zh-tw,永原大橋
永原梶谷,ja,永原梶谷
永原梶谷,ja-Hrkt,なごうらかじたに
永原梶谷,en,Nagoura Kajitani
永原梶谷,ko,나고우라 가지타니
永原梶谷,zh-cn,永原梶谷
永原梶谷,zh-tw,永原梶谷
森脇,ja,森脇
森脇,ja-Hrkt,もりわきいそだ
森脇,en,Moriwake
森脇,ko,모리와케
森脇,zh-cn,森胁
森脇,zh-tw,森脅
上湯川,ja,上湯川
上湯川,ja-Hrkt,かみゆかわ
上湯川,en,Kami-yukawa
上湯川,ko,가미유카와
上湯川,zh-cn,上汤川
上湯川,zh-tw,上湯川
上湯川中店,ja,上湯川中店
上湯川中店,ja-Hrkt,かみゆかわなかみせ
上湯川中店,en,Kami-yukawa Nakamise
上湯川中店,ko,가미유카와 나카미세
上湯川中店,zh-cn,上汤川中店
上湯川中店,zh-tw,上湯川中店
才の木,ja,才の木
才の木,ja-Hrkt,さいのき
才の木,en,Sainoki
才の木,ko,사이노키
才の木,zh-cn,才之木
才の木,zh-tw,才之木
湯川学校前,ja,湯川学校前
湯川学校前,ja-Hrkt,ゆかわがつこうまえ
湯川学校前,en,Yukawa Gakko-mae (Yutaka School)
湯川学校前,ko,유카와 갓코 마에
湯川学校前,zh-cn,汤川学校前
湯川学校前,zh-tw,湯川學校前
下湯川,ja,下湯川
下湯川,ja-Hrkt,しもゆかわ
下湯川,en,Shimo-yukawa
下湯川,ko,시모유카와
下湯川,zh-cn,下汤川
下湯川,zh-tw,下湯川
下湯川川島,ja,下湯川川島
下湯川川島,ja-Hrkt,しもゆかわかわしま
下湯川川島,en,Shimo-yukawa Kawashima
下湯川川島,ko,시모유카와 가와시마
下湯川川島,zh-cn,下汤川川岛
下湯川川島,zh-tw,下湯川川島
下湯川瀬尾,ja,下湯川瀬尾
下湯川瀬尾,ja-Hrkt,しもゆかわせお
下湯川瀬尾,en,Shimo-yukawa Seo
下湯川瀬尾,ko,시모유카와 세오
下湯川瀬尾,zh-cn,下汤川濑尾
下湯川瀬尾,zh-tw,下湯川瀨尾
傘取,ja,傘取
傘取,ja-Hrkt,かさとり
傘取,en,Kasatori
傘取,ko,가사토리
傘取,zh-cn,伞取
傘取,zh-tw,傘取
別所,ja,別所
別所,ja-Hrkt,べつしよ
別所,en,Bessho
別所,ko,벳쇼
別所,zh-cn,别所
別所,zh-tw,別所
上市,ja,上市
上市,ja-Hrkt,かみいち
上市,en,Kamiichi
上市,ko,가미이치
上市,zh-cn,上市
上市,zh-tw,上市
新市車庫,ja,新市車庫
新市車庫,ja-Hrkt,しんいちしやこ
新市車庫,en,Shinichi Shako (Shinichi Depot)
新市車庫,ko,신이치 샤코
新市車庫,zh-cn,新市车库
新市車庫,zh-tw,新市車庫
新市バイパス,ja,新市バイパス
新市バイパス,ja-Hrkt,しんいちばいぱす
新市バイパス,en,Shinichi Bypass
新市バイパス,ko,신이치 바이패스
新市バイパス,zh-cn,新市旁路
新市バイパス,zh-tw,新市旁路
殿垣内,ja,殿垣内
殿垣内,ja-Hrkt,とのごうち
殿垣内,en,Tonogochi
殿垣内,ko,도노고치
殿垣内,zh-cn,殿垣内
殿垣内,zh-tw,殿垣內
高野大橋,ja,高野大橋
高野大橋,ja-Hrkt,たかのおおはし
高野大橋,en,Takano-ohashi
高野大橋,ko,다카노 오하시
高野大橋,zh-cn,高野大桥
高野大橋,zh-tw,高野大橋
垣内橋,ja,垣内橋
垣内橋,ja-Hrkt,かきうちばし
垣内橋,en,Kakiuchibashi
垣内橋,ko,가키우치바시
垣内橋,zh-cn,垣内桥
垣内橋,zh-tw,垣內橋
住宅前,ja,住宅前
住宅前,ja-Hrkt,じゆうたくまえ
住宅前,en,Jutaku-mae
住宅前,ko,주타쿠 마에
住宅前,zh-cn,住宅前
住宅前,zh-tw,住宅前
中門田,ja,中門田
中門田,ja-Hrkt,なかもんで
中門田,en,Naka-monde
中門田,ko,나카몬데
中門田,zh-cn,中门田
中門田,zh-tw,中門田
下高野,ja,下高野
下高野,ja-Hrkt,しもたかの
下高野,en,Shimo-takano
下高野,ko,시모타카노
下高野,zh-cn,下高野
下高野,zh-tw,下高野
門田,ja,門田
門田,ja-Hrkt,もんで
門田,en,Monden
門田,ko,몬덴
門田,zh-cn,门田
門田,zh-tw,門田
中原橋,ja,中原橋
中原橋,ja-Hrkt,なかはらばし
中原橋,en,Nakaharabashi
中原橋,ko,나카하라바시
中原橋,zh-cn,中原桥
中原橋,zh-tw,中原橋
門田平組,ja,門田平組
門田平組,ja-Hrkt,もんでひらぐみ
門田平組,en,Monde Hiragumi
門田平組,ko,몬데 히라구미
門田平組,zh-cn,门田平组
門田平組,zh-tw,門田平組
門田寺前,ja,門田寺前
門田寺前,ja-Hrkt,もんでてらまえ
門田寺前,en,Mondetera mae
門田寺前,ko,몬데 테라마에
門田寺前,zh-cn,门田寺前
門田寺前,zh-tw,門田寺前
門田進農,ja,門田進農
門田進農,ja-Hrkt,もんでしんのう
門田進農,en,Monde Shinno
門田進農,ko,몬데 신노
門田進農,zh-cn,门田进农
門田進農,zh-tw,門田進農
門田下組,ja,門田下組
門田下組,ja-Hrkt,もんでしもぐみ
門田下組,en,Monde-shimogumi
門田下組,ko,몬데 시모구미
門田下組,zh-cn,门田下组
門田下組,zh-tw,門田下組
貝の平,ja,貝の平
貝の平,ja-Hrkt,かいのひら
貝の平,en,Kainohira
貝の平,ko,가이노히라
貝の平,zh-cn,贝之平
貝の平,zh-tw,貝之平
濁川小学校,ja,濁川小学校
濁川小学校,ja-Hrkt,にごりかわしようがつこう
濁川小学校,en,Nigorikawa Shogakko (Nigorikawa Elementary School)
濁川小学校,ko,니고리카와 초등학교
濁川小学校,zh-cn,浊川小学
濁川小学校,zh-tw,濁川小學
須川別,ja,須川別
須川別,ja-Hrkt,すがわわかれ
須川別,en,Sugawa-wakare
須川別,ko,스가와 와카레
須川別,zh-cn,须川别
須川別,zh-tw,須川別
濁川,ja,濁川
濁川,ja-Hrkt,にごりかわ
濁川,en,Nigorikawa
濁川,ko,니고리카와
濁川,zh-cn,浊川
濁川,zh-tw,濁川
別作,ja,別作
別作,ja-Hrkt,べつさく
別作,en,Bessaku
別作,ko,벳사쿠
別作,zh-cn,别作
別作,zh-tw,別作
鮎の里公園,ja,鮎の里公園
鮎の里公園,ja-Hrkt,あゆのさとこうえん
鮎の里公園,en,Ayu-no-Sato Koen (Ayu-no-Sato Park)
鮎の里公園,ko,아유노사토 공원
鮎の里公園,zh-cn,鲇之里公园
鮎の里公園,zh-tw,鮎之裏公園
鮎の里公園入口,ja,鮎の里公園入口
鮎の里公園入口,ja-Hrkt,あゆのさとこうえん
鮎の里公園入口,en,Ayu-no-Sato Koen (Ayu-no-Sato Park)
鮎の里公園入口,ko,아유노사토 공원
鮎の里公園入口,zh-cn,鲇之里公园
鮎の里公園入口,zh-tw,鮎之裏公園
上出雲石,ja,上出雲石
上出雲石,ja-Hrkt,かみいずもうし
上出雲石,en,Kami-izumoushi
上出雲石,ko,가미이즈모우시
上出雲石,zh-cn,上出云石
上出雲石,zh-tw,上出雲石
元常,ja,元常
元常,ja-Hrkt,もとつね
元常,en,Mototsune
元常,ko,모토쓰네
元常,zh-cn,元常
元常,zh-tw,元常
永田,ja,永田
永田,ja-Hrkt,ながた
永田,en,Nagata
永田,ko,나가타
永田,zh-cn,永田
永田,zh-tw,永田
足立前,ja,足立前
足立前,ja-Hrkt,あだちまえ
足立前,en,Adachi-mae
足立前,ko,아다치 마에
足立前,zh-cn,足立前
足立前,zh-tw,足立前
糸谷,ja,糸谷
糸谷,ja-Hrkt,いとだに
糸谷,en,Itodani
糸谷,ko,이토다니
糸谷,zh-cn,糸谷
糸谷,zh-tw,糸谷
郡原,ja,郡原
郡原,ja-Hrkt,ぐんばら
郡原,en,Gumbara
郡原,ko,군바라
郡原,zh-cn,郡原
郡原,zh-tw,郡原
庄原市役所,ja,庄原市役所
庄原市役所,ja-Hrkt,しょうばらしやくしょ
庄原市役所,en,Shobara Shiyakusho (Shobara City Hall)
庄原市役所,ko,쇼바라  시청
庄原市役所,zh-cn,庄原市政府
庄原市役所,zh-tw,莊原市政府
庄原インター入口,ja,庄原インター入口
庄原インター入口,ja-Hrkt,しようばらいんた－いりぐち
庄原インター入口,en,Shobara Inter-iriguchi
庄原インター入口,ko,쇼바라 인터 이리구치
庄原インター入口,zh-cn,庄原IC入口
庄原インター入口,zh-tw,莊原IC入口
庄原インタ－入口,ja,庄原インタ－入口
庄原インタ－入口,ja-Hrkt,しようばらいんた－いりぐち
庄原インタ－入口,en,Shobara Inter-iriguchi
庄原インタ－入口,ko,쇼바라 인터 이리구치
庄原インタ－入口,zh-cn,庄原IC入口
庄原インタ－入口,zh-tw,莊原IC入口
九丁,ja,九丁
九丁,ja-Hrkt,くちよう
九丁,en,Kucho
九丁,ko,구초
九丁,zh-cn,九丁
九丁,zh-tw,九丁
新庄,ja,新庄
新庄,ja-Hrkt,しんじよう
新庄,en,Shinjo
新庄,ko,신조
新庄,zh-cn,新庄
新庄,zh-tw,新莊
大縄,ja,大縄
大縄,ja-Hrkt,おおなわ
大縄,en,Onawa
大縄,ko,오나와
大縄,zh-cn,大绳
大縄,zh-tw,大繩
是松,ja,是松
是松,ja-Hrkt,これまつ
是松,en,Korematsu
是松,ko,고레마쓰
是松,zh-cn,是松
是松,zh-tw,是松
雨露原,ja,雨露原
雨露原,ja-Hrkt,うつゆばら
雨露原,en,Utsuyubara
雨露原,ko,우쓰유바라
雨露原,zh-cn,雨露原
雨露原,zh-tw,雨露原
春田,ja,春田
春田,ja-Hrkt,しゆんだ
春田,en,Shunda
春田,ko,슌다
春田,zh-cn,春田
春田,zh-tw,春田
峰田小学校前,ja,峰田小学校前
峰田小学校前,ja-Hrkt,みねたしようがつこうまえ
峰田小学校前,en,Mineta Shogakko-mae (Mineta Elementary School)
峰田小学校前,ko,미네타  초등학교
峰田小学校前,zh-cn,峰田小学前
峰田小学校前,zh-tw,峰田小學前
赤川,ja,赤川
赤川,ja-Hrkt,あかがわ
赤川,en,Akagawa
赤川,ko,아카가와
赤川,zh-cn,赤川
赤川,zh-tw,赤川
峰田農協前,ja,峰田農協前
峰田農協前,ja-Hrkt,みねたのうきようまえ
峰田農協前,en,Mineta Nokyo-mae
峰田農協前,ko,미네타 노쿄 마에
峰田農協前,zh-cn,峰田农协前
峰田農協前,zh-tw,峰田農協前
上赤川,ja,上赤川
上赤川,ja-Hrkt,かみあかがわ
上赤川,en,Kami-akagawa
上赤川,ko,가미아카가와
上赤川,zh-cn,上赤川
上赤川,zh-tw,上赤川
十万田別,ja,十万田別
十万田別,ja-Hrkt,じゆうまんだわかれ
十万田別,en,Jumanda-wakare
十万田別,ko,주만다 와카레
十万田別,zh-cn,十万田别
十万田別,zh-tw,十萬田別
上谷口,ja,上谷口
上谷口,ja-Hrkt,うえだにぐち
上谷口,en,Uedani-guchi
上谷口,ko,우에다니 구치
上谷口,zh-cn,上谷口
上谷口,zh-tw,上谷口
下本,ja,下本
下本,ja-Hrkt,しもほん
下本,en,Shimohon
下本,ko,시모혼
下本,zh-cn,下本
下本,zh-tw,下本
日の岳,ja,日の岳
日の岳,ja-Hrkt,ひのがく
日の岳,en,Hinogaku
日の岳,ko,히노가쿠
日の岳,zh-cn,日之岳
日の岳,zh-tw,日之嶽
山王,ja,山王
山王,ja-Hrkt,さんおう
山王,en,Sano
山王,ko,산오
山王,zh-cn,山王
山王,zh-tw,山王
本村農協,ja,本村農協
本村農協,ja-Hrkt,ほんむらのうきよう
本村農協,en,Honmura Nokyo
本村農協,ko,혼무라 노쿄
本村農協,zh-cn,本村农协
本村農協,zh-tw,本村農協
中本,ja,中本
中本,ja-Hrkt,なかほんまどころ
中本,en,Nakahon
中本,ko,나카혼
中本,zh-cn,中本
中本,zh-tw,中本
上本,ja,上本
上本,ja-Hrkt,かみほんいりえ
上本,en,Kamihon-irie
上本,ko,가미혼 이리에
上本,zh-cn,上本入江
上本,zh-tw,上本入江
下吉備谷,ja,下吉備谷
下吉備谷,ja-Hrkt,しもきびだに
下吉備谷,en,Shimo-kibidani
下吉備谷,ko,시모키비다니
下吉備谷,zh-cn,下吉备谷
下吉備谷,zh-tw,下吉備谷
ＪＡ庄原前,ja,ＪＡ庄原前
ＪＡ庄原前,ja-Hrkt,じぇいえーしようばらまえ(けんけんこうしゃまえ)
ＪＡ庄原前,en,JA Shobara-mae
ＪＡ庄原前,ko,JA 쇼바라 마에
ＪＡ庄原前,zh-cn,JA庄原前
ＪＡ庄原前,zh-tw,JA莊原前
実業高校北,ja,実業高校北
実業高校北,ja-Hrkt,じつぎようこうこうきた
実業高校北,en,Jitsugyo Koko-kita (Jitsugyo High School North)
実業高校北,ko,지쓰교 고등학교
実業高校北,zh-cn,实业高中北
実業高校北,zh-tw,實業高中北
市役所南,ja,市役所南
市役所南,ja-Hrkt,しやくしよみなみ
市役所南,en,Shiyakusho-minami (City Hall South)
市役所南,ko,시청 미나미
市役所南,zh-cn,市政府南
市役所南,zh-tw,市政府南
ザ・ビッグ,ja,ザ・ビッグ
ザ・ビッグ,ja-Hrkt,ざびっぐ
原手橋,ja,原手橋
原手橋,ja-Hrkt,はらてばし
原手橋,en,Haratebashi
原手橋,ko,하라테바시
原手橋,zh-cn,原手桥
原手橋,zh-tw,原手橋
板橋,ja,板橋
板橋,ja-Hrkt,いたばしどうまえ
板橋,en,Itabashi Do-mae
板橋,ko,이타바시 도마에
板橋,zh-cn,板桥堂前
板橋,zh-tw,板橋堂前
東谷,ja,東谷
東谷,ja-Hrkt,ひがしだに
東谷,en,Higashitani
東谷,ko,히가시다니 （이타바시)
東谷,zh-cn,东谷（板桥）
東谷,zh-tw,東谷（板橋）
板橋局前,ja,板橋局前
板橋局前,ja-Hrkt,いたばしきよくまえ
板橋局前,en,Itabashikyoku-mae
板橋局前,ko,이타바시쿄쿠 마에
板橋局前,zh-cn,板桥局前
板橋局前,zh-tw,板橋局前
板橋農協前,ja,板橋農協前
板橋農協前,ja-Hrkt,いたばしのうきよう
板橋農協前,en,Itabashi Nokyo-mae
板橋農協前,ko,이타바시 노쿄 마에
板橋農協前,zh-cn,板桥农协前
板橋農協前,zh-tw,板橋農協前
一ツ木,ja,一ツ木
一ツ木,ja-Hrkt,ひとつぎおくいけ
一ツ木,en,Hitotsugi
一ツ木,ko,히토쓰기
一ツ木,zh-cn,一木
一ツ木,zh-tw,一木
迫谷,ja,迫谷
迫谷,ja-Hrkt,さこだに
迫谷,en,Sakodani
迫谷,ko,사코다니
迫谷,zh-cn,迫谷
迫谷,zh-tw,迫谷
殿河内,ja,殿河内
殿河内,ja-Hrkt,とのごうち
殿河内,en,Tonogochi
殿河内,ko,도노고치
殿河内,zh-cn,殿河内
殿河内,zh-tw,殿河內
下谷,ja,下谷
下谷,ja-Hrkt,しもだに
下谷,en,Shimodani
下谷,ko,시모다니
下谷,zh-cn,下谷
下谷,zh-tw,下谷
実留,ja,実留
実留,ja-Hrkt,さねどめ
実留,en,Sanedome
実留,ko,사네도메
実留,zh-cn,实留
実留,zh-tw,實留
光清,ja,光清
光清,ja-Hrkt,みつきよ
光清,en,Mitsukiyo
光清,ko,미쓰키요
光清,zh-cn,光清
光清,zh-tw,光清
下光清,ja,下光清
下光清,ja-Hrkt,しもみつきよ
下光清,en,Shimo-mitsukiyo
下光清,ko,시모미쓰키요
下光清,zh-cn,下光清
下光清,zh-tw,下光清
仁賀,ja,仁賀
仁賀,ja-Hrkt,にかどうまえ
仁賀,en,Nika
仁賀,ko,니카
仁賀,zh-cn,仁贺
仁賀,zh-tw,仁賀
上仁賀,ja,上仁賀
上仁賀,ja-Hrkt,かみにか
上仁賀,en,Kami-nika
上仁賀,ko,가미니카
上仁賀,zh-cn,上仁贺
上仁賀,zh-tw,上仁賀
仁賀学校前,ja,仁賀学校前
仁賀学校前,ja-Hrkt,にかがつこうまえ
仁賀学校前,en,Nika Gakko-mae (Nika School)
仁賀学校前,ko,니카 갓코 마에
仁賀学校前,zh-cn,仁贺学校前
仁賀学校前,zh-tw,仁賀學校前
