trans_id,lang,translation,category,station_sid,course_sid
和知,zh-cn,和知,stop_name,0c963e75-52b8-41cf-842e-b61c24ed00b7,
和知,zh-tw,和知,stop_name,0c963e75-52b8-41cf-842e-b61c24ed00b7,
和知ＢＳ,ja,和知ＢＳ,stop_name,0c963e75-52b8-41cf-842e-b61c24ed00b7,
和知ＢＳ,ja-Hrkt,わちばすすとつぷ,stop_name,0c963e75-52b8-41cf-842e-b61c24ed00b7,
和知ＢＳ,en,Wachi,stop_name,0c963e75-52b8-41cf-842e-b61c24ed00b7,
和知ＢＳ,ko,와치,stop_name,0c963e75-52b8-41cf-842e-b61c24ed00b7,
和知ＢＳ,zh-cn,和知,stop_name,0c963e75-52b8-41cf-842e-b61c24ed00b7,
和知ＢＳ,zh-tw,和知,stop_name,0c963e75-52b8-41cf-842e-b61c24ed00b7,
庄原中学校前,ja,庄原中学校前,stop_name,88e4ffad-b2ac-465c-bb67-9a8a2a38c596,
庄原中学校前,ja-Hrkt,しようばらちゆうがつこうまえ,stop_name,88e4ffad-b2ac-465c-bb67-9a8a2a38c596,
庄原中学校前,en,Shobara Chugakko-mae (Shobara Junior High School),stop_name,88e4ffad-b2ac-465c-bb67-9a8a2a38c596,
庄原中学校前,ko,쇼바라 중학교,stop_name,88e4ffad-b2ac-465c-bb67-9a8a2a38c596,
庄原中学校前,zh-cn,庄原中学前,stop_name,88e4ffad-b2ac-465c-bb67-9a8a2a38c596,
庄原中学校前,zh-tw,莊原中學前,stop_name,88e4ffad-b2ac-465c-bb67-9a8a2a38c596,
庄原駅,ja,庄原駅,stop_name,c03e0354-7d84-4501-a21b-b74bbb620bf1,
庄原駅,ja-Hrkt,しようばらえき,stop_name,c03e0354-7d84-4501-a21b-b74bbb620bf1,
庄原駅,en,Shobara Sta,stop_name,c03e0354-7d84-4501-a21b-b74bbb620bf1,
庄原駅,ko,쇼바라 역,stop_name,c03e0354-7d84-4501-a21b-b74bbb620bf1,
庄原駅,zh-cn,庄原站,stop_name,c03e0354-7d84-4501-a21b-b74bbb620bf1,
庄原駅,zh-tw,莊原站,stop_name,c03e0354-7d84-4501-a21b-b74bbb620bf1,
帝釈ＢＳ,ja,帝釈ＢＳ,stop_name,bab3fc18-204b-4dcf-891d-ed07da70f3d8,
帝釈ＢＳ,ja-Hrkt,たいしやくばすすとつぷ,stop_name,bab3fc18-204b-4dcf-891d-ed07da70f3d8,
東城小学校前,ja,東城小学校前,stop_name,379d49c7-9fc4-4a7c-b1a1-bd31141f86f5,
東城小学校前,ja-Hrkt,とうじょうしょうがっこうまえ,stop_name,379d49c7-9fc4-4a7c-b1a1-bd31141f86f5,
東城小学校前,en,Tojo Shogakko-mae,stop_name,379d49c7-9fc4-4a7c-b1a1-bd31141f86f5,
東城小学校前,ko,도조 쇼갓코 마에,stop_name,379d49c7-9fc4-4a7c-b1a1-bd31141f86f5,
東城小学校前,zh-cn,东城小学前,stop_name,379d49c7-9fc4-4a7c-b1a1-bd31141f86f5,
