service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
1_平日(共通),1,1,1,1,1,0,0,20260712,20270112
1_土曜(共通),0,0,0,0,0,1,0,20260712,20270112
1_日祝(共通),0,0,0,0,0,0,1,20260712,20270112
5_平日(共通),1,1,1,1,1,0,0,20260712,20270112
5_土曜(共通),0,0,0,0,0,1,0,20260712,20270112
5_日祝(共通),0,0,0,0,0,0,1,20260712,20270112
85_平日(共通),1,1,1,1,1,0,0,20260712,20270112
85_土曜(共通),0,0,0,0,0,1,0,20260712,20270112
85_日祝(共通),0,0,0,0,0,0,1,20260712,20270112
