町丁目・大字別人口及び世帯,,,,,,,,,,,,,
令和8年7月末現在,,,,,,,,,,,,,
,,,,,,,,,,,,,
年,月,区名,住所名,秘匿区分,人口（総数計）:人,人口（総数男）:人,人口（総数女）:人,人口（日本人計）:人,人口（日本人男）:人,人口（日本人女）:人,人口（外国人）:人,世帯（総数）:世帯,世帯（日本人世帯）:世帯
2026,7,安佐南区,西原五丁目,,"1,199",558,641,"1,182",551,631,17,601,586
2026,7,安佐南区,西原六丁目,,"1,782",874,908,"1,766",868,898,16,818,805
2026,7,安佐南区,西原七丁目,,"1,801",858,943,"1,798",857,941,3,790,787
2026,7,安佐南区,西原八丁目,,"2,504","1,201","1,303","2,471","1,185","1,286",33,"1,255","1,229"
2026,7,安佐南区,西原九丁目,,"1,104",550,554,"1,097",545,552,7,501,494
2026,7,安佐南区,山本一丁目,,"1,631",819,812,"1,604",803,801,27,814,793
2026,7,安佐南区,山本二丁目,,"1,051",528,523,"1,042",524,518,9,462,453
2026,7,安佐南区,山本三丁目,,"1,181",581,600,"1,161",571,590,20,526,517
2026,7,安佐南区,山本四丁目,,"1,423",723,700,"1,411",717,694,12,617,607
2026,7,安佐南区,山本五丁目,,"2,095","1,019","1,076","2,075","1,013","1,062",20,903,890
2026,7,安佐南区,山本六丁目,,"1,176",588,588,"1,172",586,586,4,523,519
2026,7,安佐南区,山本七丁目,,"1,395",649,746,"1,390",647,743,5,592,587
2026,7,安佐南区,山本八丁目,,"1,030",517,513,"1,028",517,511,2,461,460
2026,7,安佐南区,山本九丁目,,"1,624",787,837,"1,610",782,828,14,689,677
2026,7,安佐南区,山本町,@5-4,26,14,12,26,14,12,0,10,10
2026,7,安佐南区,祇園一丁目,,"2,171","1,030","1,141","2,152","1,021","1,131",19,"1,093","1,079"
2026,7,安佐南区,祇園二丁目,,"2,641","1,289","1,352","2,626","1,278","1,348",15,"1,385","1,374"
2026,7,安佐南区,祇園三丁目,,"3,594","1,744","1,850","3,540","1,715","1,825",54,"1,561","1,512"
2026,7,安佐南区,祇園四丁目,,"1,133",559,574,"1,126",556,570,7,526,521
2026,7,安佐南区,祇園五丁目,,"1,659",844,815,"1,623",819,804,36,845,816
2026,7,安佐南区,祇園六丁目,,"2,053","1,021","1,032","2,037","1,014","1,023",16,978,964
2026,7,安佐南区,祇園七丁目,,"1,849",908,941,"1,817",894,923,32,918,890
2026,7,安佐南区,祇園八丁目,,801,423,378,792,418,374,9,384,380
2026,7,安佐南区,古市一丁目,,"1,639",774,865,"1,613",765,848,26,883,868
2026,7,安佐南区,古市二丁目,,"1,655",802,853,"1,635",787,848,20,863,846
2026,7,安佐南区,古市三丁目,,"1,624",784,840,"1,572",758,814,52,870,835
2026,7,安佐南区,古市四丁目,,509,254,255,503,252,251,6,310,305
2026,7,安佐南区,中須一丁目,,"2,490","1,172","1,318","2,459","1,159","1,300",31,"1,316","1,291"
2026,7,安佐南区,中須二丁目,,"1,330",634,696,"1,313",629,684,17,642,632
2026,7,安佐南区,中筋一丁目,,"1,820",919,901,"1,788",905,883,32,985,965
2026,7,安佐南区,中筋二丁目,,881,431,450,855,422,433,26,425,408
2026,7,安佐南区,中筋三丁目,,"2,132",996,"1,136","2,118",992,"1,126",14,"1,008","1,000"
2026,7,安佐南区,中筋四丁目,,824,397,427,818,396,422,6,363,357
2026,7,安佐南区,毘沙門台東一丁目,,987,481,506,983,479,504,4,347,344
2026,7,安佐南区,毘沙門台東二丁目,,361,175,186,356,172,184,5,145,142
2026,7,安佐北区,口田一丁目,,"1,813",845,968,"1,803",840,963,10,850,841
2026,7,安佐北区,口田二丁目,,"1,343",645,698,"1,334",643,691,9,613,606
2026,7,安佐北区,口田三丁目,,"1,578",757,821,"1,576",756,820,2,702,701
2026,7,安佐北区,口田四丁目,,"1,047",496,551,"1,026",482,544,21,516,501
2026,7,安佐北区,口田五丁目,,"1,881",902,979,"1,867",891,976,14,821,807
2026,7,安佐北区,口田南一丁目,,"1,306",624,682,"1,268",612,656,38,620,593
2026,7,安佐北区,口田南二丁目,,"1,109",553,556,"1,093",544,549,16,517,506
2026,7,安佐北区,口田南三丁目,,"1,376",674,702,"1,368",672,696,8,693,685
2026,7,安佐北区,口田南四丁目,,"1,372",648,724,"1,355",637,718,17,582,570
2026,7,安佐北区,口田南五丁目,,243,110,133,241,108,133,2,101,99
2026,7,安佐北区,口田南六丁目,,650,324,326,632,311,321,18,294,279
2026,7,安佐北区,口田南七丁目,,"1,610",776,834,"1,570",748,822,40,805,768
2026,7,安佐北区,口田南八丁目,,"1,758",824,934,"1,739",812,927,19,782,769
2026,7,安佐北区,口田南九丁目,,"1,602",786,816,"1,582",773,809,20,723,704
2026,7,安佐北区,口田南町,,13,7,6,13,7,6,0,10,10
2026,7,安佐北区,落合一丁目,,"1,865",940,925,"1,837",923,914,28,"1,004",981
2026,7,安佐北区,落合二丁目,,"1,526",755,771,"1,490",733,757,36,730,701
2026,7,安佐北区,落合三丁目,,"1,087",484,603,"1,064",471,593,23,564,546
2026,7,安佐北区,落合四丁目,,941,391,550,920,384,536,21,573,560
2026,7,安佐北区,落合五丁目,,712,337,375,692,326,366,20,372,355
2026,7,安佐北区,落合南一丁目,,"2,373","1,151","1,222","2,358","1,141","1,217",15,"1,097","1,083"
2026,7,安佐北区,落合南二丁目,,"1,710",844,866,"1,686",833,853,24,726,708
2026,7,安佐北区,落合南三丁目,,"1,476",725,751,"1,465",717,748,11,734,724
2026,7,安佐北区,落合南四丁目,,"2,336","1,159","1,177","2,307","1,142","1,165",29,992,975
2026,7,安佐北区,落合南五丁目,,180,87,93,180,87,93,0,81,81
2026,7,安佐北区,落合南七丁目,,591,290,301,584,286,298,7,288,283
2026,7,安佐北区,落合南八丁目,,456,212,244,452,209,243,4,209,206
2026,7,安佐北区,落合南九丁目,,686,327,359,674,319,355,12,308,297
2026,7,安佐北区,落合南町,,62,27,35,62,27,35,0,60,60
2026,7,安佐北区,真亀一丁目,,405,177,228,398,173,225,7,200,198
2026,7,安佐北区,真亀二丁目,,912,423,489,905,420,485,7,414,408
2026,7,安佐北区,真亀三丁目,,561,262,299,551,258,293,10,284,278
2026,7,安佐北区,真亀四丁目,,813,352,461,766,327,439,47,465,435
2026,7,安佐北区,真亀五丁目,,"1,169",540,629,"1,148",526,622,21,594,580
2026,7,安佐北区,亀崎一丁目,,742,346,396,730,342,388,12,373,366
2026,7,安佐北区,亀崎二丁目,,881,352,529,857,342,515,24,492,478
2026,7,安佐北区,亀崎三丁目,,"1,126",476,650,"1,059",453,606,67,585,553
2026,7,安佐北区,亀崎四丁目,,434,177,257,434,177,257,0,271,271
2026,7,安佐北区,倉掛一丁目,,851,403,448,840,398,442,11,402,397
2026,7,安佐北区,倉掛二丁目,,"1,150",529,621,"1,137",524,613,13,547,540
2026,7,安佐北区,倉掛三丁目,,984,423,561,976,421,555,8,537,530
2026,7,安佐北区,深川一丁目,,"1,620",796,824,"1,598",786,812,22,663,647
2026,7,安佐北区,深川二丁目,@6-1,"1,062",529,533,"1,028",517,511,34,533,507
2026,7,安佐北区,深川三丁目,,"1,073",522,551,"1,058",513,545,15,448,441
2026,7,安佐北区,深川四丁目,,585,284,301,575,279,296,10,288,280
2026,7,安佐北区,深川五丁目,,692,327,365,667,315,352,25,336,318
2026,7,安佐北区,深川六丁目,,"1,494",701,793,"1,479",692,787,15,635,623
2026,7,安佐北区,深川七丁目,,"1,033",538,495,"1,002",520,482,31,419,390
2026,7,安佐北区,深川八丁目,,197,83,114,195,81,114,2,115,113
2026,7,安佐北区,深川町,*6-1,x,x,x,x,x,x,x,x,x
2026,7,安佐北区,上深川町,,"1,643",775,868,"1,478",729,749,165,903,744
2026,7,安佐北区,小河原町,,"1,673",789,884,"1,589",753,836,84,873,791
2026,7,安佐北区,狩留家町,,"1,033",489,544,"1,011",476,535,22,529,509
2026,7,安佐北区,可部一丁目,,"1,301",630,671,"1,262",607,655,39,647,617
2026,7,安佐北区,可部二丁目,,"1,049",502,547,"1,024",486,538,25,566,543
2026,7,安佐北区,可部三丁目,,"2,002",965,"1,037","1,959",945,"1,014",43,988,947
2026,7,安佐北区,可部四丁目,,690,328,362,685,325,360,5,351,349
2026,7,安佐北区,可部五丁目,,676,325,351,670,324,346,6,363,357
2026,7,安佐北区,可部六丁目,,"1,960",913,"1,047","1,919",895,"1,024",41,967,939
2026,7,安佐北区,可部七丁目,,"1,526",710,816,"1,514",708,806,12,754,744
2026,7,安佐北区,可部八丁目,,"1,018",499,519,987,477,510,31,504,473
2026,7,安佐北区,可部九丁目,,996,468,528,984,463,521,12,480,470
2026,7,安佐北区,可部東一丁目,,329,147,182,323,142,181,6,202,196
2026,7,安佐北区,可部東二丁目,,"1,020",489,531,"1,004",482,522,16,494,479
2026,7,安佐北区,可部東三丁目,,"1,124",523,601,"1,111",518,593,13,566,560
2026,7,安佐北区,可部東四丁目,,581,274,307,578,273,305,3,282,279
2026,7,安佐北区,可部東五丁目,,389,181,208,389,181,208,0,182,182
2026,7,安佐北区,可部東六丁目,,686,315,371,686,315,371,0,338,338
2026,7,安佐北区,可部南一丁目,,"1,667",836,831,"1,623",812,811,44,799,763
2026,7,安佐北区,可部南二丁目,,"1,058",487,571,"1,033",474,559,25,569,552
2026,7,安佐北区,可部南三丁目,,987,465,522,975,460,515,12,466,455
2026,7,安佐北区,可部南四丁目,,"1,028",494,534,991,488,503,37,567,530
2026,7,安佐北区,可部南五丁目,,767,376,391,741,366,375,26,370,349
2026,7,安佐北区,亀山一丁目,,862,404,458,841,396,445,21,406,390
2026,7,安佐北区,亀山二丁目,,"1,581",767,814,"1,555",749,806,26,795,770
2026,7,安佐北区,亀山三丁目,,"1,485",715,770,"1,468",712,756,17,693,678
2026,7,安佐北区,亀山四丁目,,931,429,502,903,420,483,28,455,433
2026,7,安佐北区,亀山五丁目,,"1,699",824,875,"1,682",816,866,17,806,792
2026,7,安佐北区,亀山六丁目,,"1,205",582,623,"1,194",579,615,11,597,588
2026,7,安佐北区,亀山七丁目,,809,399,410,798,395,403,11,368,360
2026,7,安佐北区,亀山八丁目,,625,316,309,605,309,296,20,314,301
2026,7,安佐北区,亀山九丁目,,441,207,234,423,197,226,18,253,238
2026,7,安佐北区,亀山南一丁目,,79,36,43,79,36,43,0,47,47
2026,7,安佐北区,亀山南二丁目,,"1,701",810,891,"1,694",807,887,7,805,799
2026,7,安佐北区,亀山南三丁目,,885,439,446,873,435,438,12,399,387
2026,7,安佐北区,亀山南四丁目,,805,395,410,803,394,409,2,386,385
2026,7,安佐北区,亀山南五丁目,,"1,675",780,895,"1,658",770,888,17,810,798
2026,7,安佐北区,三入一丁目,,595,310,285,579,304,275,16,313,304
2026,7,安佐北区,三入二丁目,,"1,465",696,769,"1,403",672,731,62,625,590
2026,7,安佐北区,三入三丁目,,295,140,155,274,129,145,21,137,122
2026,7,安佐北区,三入四丁目,,170,87,83,169,86,83,1,79,78
2026,7,安佐北区,三入五丁目,,360,189,171,356,186,170,4,193,189
2026,7,安佐北区,三入六丁目,,772,354,418,748,350,398,24,377,355
2026,7,安佐北区,三入七丁目,,710,360,350,697,354,343,13,341,331
2026,7,安佐北区,三入東一丁目,,"1,399",681,718,"1,375",671,704,24,673,660
2026,7,安佐北区,三入東二丁目,,"2,422","1,174","1,248","2,400","1,161","1,239",22,"1,051","1,041"
2026,7,安佐北区,三入南一丁目,,274,125,149,252,125,127,22,159,137
2026,7,安佐北区,三入南二丁目,,"1,431",680,751,"1,362",646,716,69,663,618
2026,7,安佐北区,大林一丁目,,571,281,290,506,262,244,65,326,273
2026,7,安佐北区,大林二丁目,,407,204,203,374,193,181,33,253,224
2026,7,安佐北区,大林三丁目,,233,115,118,227,109,118,6,112,106
2026,7,安佐北区,大林四丁目,,255,127,128,236,119,117,19,121,116
2026,7,安佐北区,大林町,,510,225,285,487,221,266,23,278,256
2026,7,安佐北区,亀山西一丁目,,"1,145",554,591,"1,134",552,582,11,425,419
2026,7,安佐北区,亀山西二丁目,,"1,334",652,682,"1,321",648,673,13,527,519
2026,7,安佐北区,可部町大字上町屋,,373,198,175,372,198,174,1,241,240
2026,7,安佐北区,可部町大字下町屋,,15,9,6,15,9,6,0,8,8
2026,7,安佐北区,可部町大字桐原,,955,446,509,938,438,500,17,508,498
2026,7,安佐北区,可部町大字南原,,716,345,371,705,336,369,11,378,367
2026,7,安佐北区,可部町大字綾ケ谷,,745,333,412,735,332,403,10,463,453
2026,7,安佐北区,可部町大字勝木,,"1,219",599,620,"1,193",578,615,26,690,669
2026,7,安佐北区,可部町大字今井田,,97,51,46,97,51,46,0,56,56
2026,7,安佐北区,安佐町大字久地,,"2,470","1,212","1,258","2,325","1,119","1,206",145,"1,345","1,204"
2026,7,安佐北区,安佐町大字毛木,,198,98,100,191,91,100,7,120,113
2026,7,安佐北区,安佐町大字後山,,343,153,190,325,153,172,18,207,189
2026,7,安佐北区,安佐町大字宮野,,39,17,22,39,17,22,0,22,22
2026,7,安佐北区,安佐町大字筒瀬,,178,87,91,178,87,91,0,93,93
2026,7,安佐北区,安佐町大字小河内,,317,147,170,317,147,170,0,196,196
2026,7,安佐北区,安佐町大字鈴張,,"2,567","1,259","1,308","2,541","1,243","1,298",26,"1,281","1,257"
2026,7,安佐北区,安佐町大字飯室,,"2,507","1,231","1,276","2,440","1,186","1,254",67,"1,333","1,267"
2026,7,安佐北区,白木町大字井原,,927,436,491,895,418,477,32,573,541
2026,7,安佐北区,白木町大字古屋,,68,35,33,68,35,33,0,38,38
2026,7,安佐北区,白木町大字志路,,349,168,181,348,168,180,1,208,207
2026,7,安佐北区,白木町大字秋山,,"1,242",589,653,"1,187",570,617,55,669,614
2026,7,安佐北区,白木町大字小越,,798,374,424,759,361,398,39,436,401
2026,7,安佐北区,白木町大字市川,,682,322,360,674,321,353,8,374,370
2026,7,安佐北区,白木町大字有留,,119,64,55,119,64,55,0,62,62
2026,7,安佐北区,白木町大字三田,,"2,479","1,182","1,297","2,390","1,159","1,231",89,"1,297","1,216"
2026,7,安佐北区,安佐町大字くすの木台,,"2,018","1,000","1,018","1,911",948,963,107,"1,039",935
2026,7,安佐北区,あさひが丘一丁目,,523,235,288,508,221,287,15,308,293
2026,7,安佐北区,あさひが丘二丁目,,562,257,305,558,255,303,4,285,281
2026,7,安佐北区,あさひが丘三丁目,,736,344,392,724,340,384,12,357,345
2026,7,安佐北区,あさひが丘四丁目,,426,214,212,422,213,209,4,196,194
2026,7,安佐北区,あさひが丘五丁目,,693,311,382,681,305,376,12,394,387
2026,7,安佐北区,あさひが丘六丁目,,"1,322",651,671,"1,312",648,664,10,650,641
2026,7,安佐北区,あさひが丘七丁目,,451,202,249,447,200,247,4,216,213
2026,7,安佐北区,あさひが丘八丁目,,480,237,243,477,234,243,3,222,219
2026,7,安佐北区,あさひが丘九丁目,,781,370,411,778,367,411,3,365,362
2026,7,安芸区,阿戸町,,"1,803",870,933,"1,743",847,896,60,923,890
2026,7,安芸区,矢野町,,"1,339",856,483,"1,334",856,478,5,896,891
2026,7,安芸区,船越一丁目,,"1,330",635,695,"1,307",621,686,23,679,660
2026,7,安芸区,船越二丁目,,"1,226",591,635,"1,208",583,625,18,587,571
2026,7,安芸区,船越三丁目,,685,352,333,670,345,325,15,392,381
2026,7,安芸区,船越四丁目,,989,474,515,981,472,509,8,512,504
2026,7,安芸区,船越五丁目,,"1,144",556,588,"1,126",550,576,18,621,607
2026,7,安芸区,船越六丁目,,967,463,504,923,447,476,44,466,428
2026,7,安芸区,船越南一丁目,,306,164,142,298,158,140,8,176,169
2026,7,安芸区,船越南二丁目,,"1,666",880,786,"1,636",864,772,30,905,884
2026,7,安芸区,船越南三丁目,,"1,576",787,789,"1,444",719,725,132,905,812
2026,7,安芸区,船越南四丁目,,154,77,77,135,67,68,19,100,84
2026,7,安芸区,船越南五丁目,,9,5,4,6,5,1,3,8,5
2026,7,安芸区,矢野東一丁目,,574,290,284,563,282,281,11,251,240
2026,7,安芸区,矢野東二丁目,,"2,157","1,100","1,057","2,083","1,043","1,040",74,"1,087","1,022"
2026,7,安芸区,矢野東三丁目,,567,270,297,563,267,296,4,254,251
2026,7,安芸区,矢野東四丁目,,"1,321",664,657,"1,299",651,648,22,625,603
2026,7,安芸区,矢野東五丁目,,"1,330",643,687,"1,254",623,631,76,705,630
2026,7,安芸区,矢野東六丁目,,"1,567",759,808,"1,531",740,791,36,757,723
2026,7,安芸区,矢野東七丁目,,"1,104",543,561,"1,097",540,557,7,579,573
2026,7,安芸区,矢野西一丁目,,"2,266","1,154","1,112","2,217","1,130","1,087",49,"1,166","1,118"
2026,7,安芸区,矢野西二丁目,,"1,008",540,468,"1,007",539,468,1,443,442
2026,7,安芸区,矢野西三丁目,,"2,469","1,231","1,238","2,414","1,196","1,218",55,"1,227","1,176"
2026,7,安芸区,矢野西四丁目,,"2,214","1,096","1,118","2,157","1,060","1,097",57,"1,120","1,069"
2026,7,安芸区,矢野西五丁目,,"1,271",630,641,"1,224",593,631,47,664,622
2026,7,安芸区,矢野西六丁目,,951,458,493,915,440,475,36,449,417
2026,7,安芸区,矢野西七丁目,,851,428,423,846,425,421,5,417,412
2026,7,安芸区,畑賀一丁目,,648,321,327,639,320,319,9,296,289
2026,7,安芸区,畑賀二丁目,,"1,326",659,667,"1,246",612,634,80,641,575
2026,7,安芸区,畑賀三丁目,,"1,032",526,506,"1,010",518,492,22,497,477
2026,7,安芸区,畑賀町,,764,373,391,745,365,380,19,373,361
2026,7,安芸区,中野一丁目,,369,186,183,345,174,171,24,231,208
2026,7,安芸区,中野二丁目,,"2,894","1,424","1,470","2,822","1,380","1,442",72,"1,386","1,328"
2026,7,安芸区,中野三丁目,,"2,053",997,"1,056","1,974",970,"1,004",79,"1,079","1,011"
2026,7,安芸区,中野四丁目,,"1,545",749,796,"1,514",729,785,31,769,740
2026,7,安芸区,中野五丁目,,"1,651",789,862,"1,607",764,843,44,807,776
2026,7,安芸区,中野六丁目,,"1,283",652,631,"1,223",596,627,60,704,644
2026,7,安芸区,中野七丁目,,948,438,510,930,430,500,18,474,463
2026,7,安芸区,中野東一丁目,,"1,070",545,525,"1,023",515,508,47,552,507
2026,7,安芸区,中野東二丁目,,"1,170",568,602,"1,141",557,584,29,649,620
2026,7,安芸区,中野東三丁目,,890,471,419,806,429,377,84,518,444
2026,7,安芸区,中野東四丁目,,432,251,181,421,245,176,11,284,275
2026,7,安芸区,中野東五丁目,,"1,024",501,523,997,487,510,27,534,512
2026,7,安芸区,中野東六丁目,,"1,774",903,871,"1,710",884,826,64,888,832
2026,7,安芸区,中野東七丁目,@7-1,531,272,259,520,266,254,11,263,254
2026,7,安芸区,中野東町,*7-1,x,x,x,x,x,x,x,x,x
2026,7,安芸区,瀬野一丁目,,859,414,445,844,406,438,15,394,384
2026,7,安芸区,瀬野二丁目,,314,151,163,309,148,161,5,155,153
2026,7,安芸区,瀬野三丁目,,585,274,311,577,270,307,8,237,231
2026,7,安芸区,瀬野四丁目,,168,86,82,166,84,82,2,87,85
2026,7,安芸区,瀬野五丁目,,609,301,308,608,301,307,1,274,273
2026,7,安芸区,瀬野町,,"1,335",636,699,"1,264",613,651,71,650,609
2026,7,安芸区,瀬野南一丁目,,379,188,191,374,188,186,5,198,194
2026,7,安芸区,瀬野南町,,149,73,76,148,73,75,1,83,82
2026,7,安芸区,上瀬野一丁目,,434,208,226,415,206,209,19,211,194
2026,7,安芸区,上瀬野二丁目,,267,124,143,246,115,131,21,128,112
2026,7,安芸区,上瀬野町,,751,366,385,722,350,372,29,426,402
2026,7,安芸区,上瀬野南一丁目,,455,233,222,448,230,218,7,270,265
2026,7,安芸区,上瀬野南二丁目,,246,116,130,244,116,128,2,130,129
2026,7,安芸区,矢野新町二丁目,,29,16,13,19,16,3,10,26,16
2026,7,安芸区,矢野南一丁目,,"1,129",547,582,"1,116",545,571,13,483,470
2026,7,安芸区,矢野南二丁目,,905,458,447,905,458,447,0,315,315
2026,7,安芸区,矢野南三丁目,,"1,876",923,953,"1,870",922,948,6,783,777
2026,7,安芸区,矢野南四丁目,,"1,217",585,632,"1,209",583,626,8,509,503
2026,7,安芸区,矢野南五丁目,,"1,105",549,556,"1,095",539,556,10,508,498
2026,7,安芸区,瀬野西一丁目,,"1,223",604,619,"1,218",602,616,5,445,442
2026,7,安芸区,瀬野西二丁目,,"1,143",580,563,"1,108",563,545,35,409,395
2026,7,安芸区,瀬野西三丁目,,"1,266",643,623,"1,232",629,603,34,403,388
2026,7,安芸区,瀬野西四丁目,,463,229,234,457,226,231,6,151,147
2026,7,安芸区,瀬野西五丁目,,"1,912",970,942,"1,864",946,918,48,599,579
2026,7,安芸区,瀬野西六丁目,,941,479,462,917,469,448,24,262,251
2026,7,佐伯区,杉並台,,"1,858",905,953,"1,800",881,919,58,990,937
2026,7,佐伯区,湯来町大字下,,373,174,199,371,174,197,2,220,218
2026,7,佐伯区,湯来町大字白砂,,590,286,304,582,279,303,8,339,331
2026,7,佐伯区,湯来町大字菅沢,,107,52,55,107,52,55,0,61,61
2026,7,佐伯区,湯来町大字多田,,257,118,139,256,118,138,1,165,164
2026,7,佐伯区,湯来町大字葛原,,179,85,94,179,85,94,0,109,109
2026,7,佐伯区,湯来町大字伏谷,,979,488,491,967,482,485,12,532,521
2026,7,佐伯区,湯来町大字麦谷,,294,153,141,293,152,141,1,156,155
2026,7,佐伯区,湯来町大字和田,,321,154,167,319,153,166,2,202,200
2026,7,佐伯区,五日市町大字石内,,"1,832",938,894,"1,793",910,883,39,954,917
2026,7,佐伯区,五月が丘一丁目,,"1,424",677,747,"1,399",666,733,25,682,659
2026,7,佐伯区,五月が丘二丁目,,"1,128",521,607,"1,116",509,607,12,525,513
2026,7,佐伯区,五月が丘三丁目,,"1,547",740,807,"1,520",721,799,27,749,724
2026,7,佐伯区,五月が丘四丁目,,"1,738",832,906,"1,724",820,904,14,814,800
2026,7,佐伯区,五月が丘五丁目,,784,395,389,763,386,377,21,367,349
2026,7,佐伯区,五日市町大字上河内,,"1,838",874,964,"1,789",848,941,49,906,861
2026,7,佐伯区,五日市町大字下河内,,"1,305",644,661,"1,268",624,644,37,674,643
2026,7,佐伯区,五日市町大字上小深川,,227,112,115,222,111,111,5,127,122
2026,7,佐伯区,五日市町大字下小深川,,341,171,170,329,163,166,12,166,159
2026,7,佐伯区,美鈴が丘東一丁目,,356,160,196,356,160,196,0,162,162
2026,7,佐伯区,美鈴が丘東二丁目,,790,382,408,790,382,408,0,339,339
2026,7,佐伯区,美鈴が丘東三丁目,,725,320,405,720,317,403,5,330,327
2026,7,佐伯区,美鈴が丘東四丁目,,840,379,461,836,377,459,4,373,370
2026,7,佐伯区,美鈴が丘東五丁目,,377,178,199,377,178,199,0,167,167
2026,7,佐伯区,美鈴が丘西一丁目,,362,161,201,360,159,201,2,187,185
2026,7,佐伯区,美鈴が丘西二丁目,,591,280,311,590,279,311,1,253,252
2026,7,佐伯区,美鈴が丘西三丁目,,256,119,137,256,119,137,0,118,118
2026,7,佐伯区,美鈴が丘西四丁目,,713,332,381,705,326,379,8,324,316
2026,7,佐伯区,美鈴が丘西五丁目,,684,320,364,683,319,364,1,311,310
2026,7,佐伯区,美鈴が丘南一丁目,,309,143,166,308,142,166,1,145,144
2026,7,佐伯区,美鈴が丘南二丁目,,571,261,310,567,260,307,4,255,251
2026,7,佐伯区,美鈴が丘南三丁目,,316,143,173,312,141,171,4,144,143
2026,7,佐伯区,美鈴が丘南四丁目,,545,255,290,536,252,284,9,242,237
2026,7,佐伯区,美鈴が丘緑一丁目,,636,293,343,636,293,343,0,282,282
2026,7,佐伯区,美鈴が丘緑二丁目,,569,271,298,564,269,295,5,246,244
2026,7,佐伯区,美鈴が丘緑三丁目,,543,273,270,540,271,269,3,237,234
2026,7,佐伯区,屋代一丁目,,742,355,387,740,354,386,2,355,353
2026,7,佐伯区,屋代二丁目,,716,336,380,716,336,380,0,315,315
2026,7,佐伯区,屋代三丁目,,984,504,480,970,497,473,14,505,495
2026,7,佐伯区,三筋一丁目,,900,453,447,872,440,432,28,486,465
2026,7,佐伯区,三筋二丁目,,999,461,538,973,451,522,26,543,518
2026,7,佐伯区,三筋三丁目,,247,135,112,244,132,112,3,145,142
2026,7,佐伯区,五日市中央一丁目,,"1,940",935,"1,005","1,924",927,997,16,"1,051","1,038"
2026,7,佐伯区,五日市中央二丁目,,830,429,401,795,411,384,35,450,420
2026,7,佐伯区,五日市中央三丁目,,"1,651",844,807,"1,623",836,787,28,862,837
2026,7,佐伯区,五日市中央四丁目,,"1,758",853,905,"1,728",835,893,30,934,916
2026,7,佐伯区,五日市中央五丁目,,"2,161","1,016","1,145","2,130",997,"1,133",31,"1,067","1,043"
2026,7,佐伯区,五日市中央六丁目,,"1,053",508,545,"1,041",507,534,12,454,442
2026,7,佐伯区,五日市中央七丁目,,"1,093",541,552,"1,054",510,544,39,593,558
2026,7,佐伯区,五日市一丁目,,"1,761",925,836,"1,725",908,817,36,"1,133","1,103"
2026,7,佐伯区,五日市二丁目,,"1,115",556,559,"1,111",554,557,4,465,461
2026,7,佐伯区,五日市三丁目,,390,196,194,388,196,192,2,183,181
2026,7,佐伯区,五日市四丁目,,898,423,475,886,419,467,12,448,438
2026,7,佐伯区,五日市五丁目,,"1,449",722,727,"1,434",712,722,15,697,682
2026,7,佐伯区,五日市六丁目,,905,468,437,895,461,434,10,386,376
2026,7,佐伯区,五日市七丁目,,966,477,489,948,466,482,18,464,451
2026,7,佐伯区,新宮苑,,"1,392",625,767,"1,374",619,755,18,634,621
2026,7,佐伯区,五日市駅前一丁目,,"2,698","1,293","1,405","2,685","1,287","1,398",13,"1,290","1,278"
2026,7,佐伯区,五日市駅前二丁目,,"1,130",549,581,"1,123",545,578,7,544,538
2026,7,佐伯区,五日市駅前三丁目,,530,249,281,523,246,277,7,296,292
2026,7,佐伯区,藤垂園,,"1,387",644,743,"1,380",642,738,7,649,643
2026,7,佐伯区,吉見園,,"1,587",753,834,"1,562",741,821,25,830,807
2026,7,佐伯区,旭園,,"1,413",641,772,"1,402",635,767,11,697,686
2026,7,佐伯区,海老山町,,876,463,413,862,454,408,14,403,391
2026,7,佐伯区,海老園一丁目,,"1,612",763,849,"1,599",758,841,13,836,825
2026,7,佐伯区,海老園二丁目,,"1,038",472,566,"1,025",465,560,13,518,510
2026,7,佐伯区,海老園三丁目,,"1,309",647,662,"1,292",641,651,17,481,469
2026,7,佐伯区,海老園四丁目,,"1,233",565,668,"1,228",562,666,5,573,569
2026,7,佐伯区,楽々園一丁目,,580,264,316,574,261,313,6,338,332
2026,7,佐伯区,楽々園二丁目,,236,122,114,234,121,113,2,205,203
2026,7,佐伯区,楽々園三丁目,,"1,336",610,726,"1,320",600,720,16,671,658
2026,7,佐伯区,楽々園四丁目,,839,398,441,829,394,435,10,485,476
2026,7,佐伯区,楽々園五丁目,,"2,293","1,092","1,201","2,280","1,089","1,191",13,916,903
2026,7,佐伯区,楽々園六丁目,,"1,236",592,644,"1,233",591,642,3,501,498
2026,7,佐伯区,隅の浜一丁目,,702,348,354,690,342,348,12,405,394
2026,7,佐伯区,隅の浜二丁目,,750,363,387,746,360,386,4,384,380
2026,7,佐伯区,隅の浜三丁目,,802,406,396,786,392,394,16,374,358
2026,7,佐伯区,美の里一丁目,,"1,684",881,803,"1,632",845,787,52,896,848
2026,7,佐伯区,美の里二丁目,,797,376,421,777,361,416,20,422,405
2026,7,佐伯区,五日市町大字皆賀,,674,316,358,666,314,352,8,344,336
2026,7,佐伯区,皆賀一丁目,,"1,935",952,983,"1,929",949,980,6,855,849
2026,7,佐伯区,皆賀二丁目,,978,473,505,970,471,499,8,482,475
2026,7,佐伯区,皆賀三丁目,,"1,172",528,644,"1,164",525,639,8,495,487
